Founder,Pop,Clone,Notes,Type,Gene,Distance to gene,FREQ IN CL,FREQ OUT CL,Notes
L094,10,1,,syn,PNP1,,100.00%,0.08%,
L094,10,1,,syn,GPR1,,100.00%,0.10%,
L094,10,1,,non,REV1,,100.00%,0.09%,
L094,10,1,,non,ECM16,,100.00%,0.93%,
L094,10,1,,prom,VPH2,66,100.00%,0.00%,
L094,10,1,,non,YNR066C,,100.00%,0.10%,
L094,10,1,,intergenic,none,,100.00%,0.06%,
L094,10,1,,non,IDS2,,100.00%,0.10%,
L094,10,1,,non,TIF4631,,100.00%,0.07%,
L094,10,1,,frame,VNX1,,100.00%,0.10%,
L094,10,1,,non,SPC110,,100.00%,0.00%,
L094,10,1,,non,VPS16,,100.00%,0.00%,
L094,10,1,,syn,ATM1,,100.00%,0.06%,
L094,10,1,,syn,IPI3,,100.00%,0.29%,
L094,10,1,,non,APC5,,100.00%,0.00%,
L094,10,1,,non,CCP1,,100.00%,0.07%,
L094,10,1,,intergenic,none,,100.00%,0.00%,
L094,10,1,,non,FOB1,,100.00%,0.09%,
L094,11,1,,syn,FIG2,,100.00%,1.76%,
L094,11,1,,non,PCS60,,100.00%,0.23%,
L094,11,1,,non,POL2,,100.00%,0.51%,
L094,11,1,,prom,YBR204C,65,100.00%,0.10%,
L094,11,1,,prom,YDR396W,124,100.00%,0.35%,
L094,11,1,,non,EOS1,,100.00%,0.06%,
L094,11,1,,prom,SCO2,170,100.00%,0.00%,
L094,11,1,,syn,CSE1,,100.00%,0.16%,
L094,11,1,,prom,ECM4,438,100.00%,0.20%,
L094,11,1,,complex-stop,TAL1,,100.00%,0.07%,
L094,11,1,,complex-stop,TAL1,,100.00%,0.00%,
L094,11,1,,non,MSH3,,100.00%,0.07%,
L094,11,1,,non,OM14,,100.00%,0.20%,
L094,11,1,,non,VPS75,,100.00%,0.08%,
L094,11,1,,stop,EUG1,,100.00%,0.00%,
L094,12,1,,non,IRA1,,100.00%,0.49%,
L094,12,1,,syn,IRA1,,100.00%,0.00%,
L094,12,1,,intron,YRA1,,100.00%,0.00%,
L094,12,1,,syn,RIA1,,100.00%,0.07%,
L094,12,1,,non,SEC66,,100.00%,0.09%,
L094,12,1,,non,SPT23,,100.00%,0.10%,
L094,12,1,,prom,HTA2,146,100.00%,0.00%,
L094,12,1,,non,KRS1,,100.00%,0.08%,
L094,12,1,,non,YOR296W,,100.00%,0.00%,
L094,12,1,,prom,CRH1,467,100.00%,0.82%,
L094,12,1,,intron,COF1,,100.00%,0.09%,
L094,12,1,,non,STB2,,100.00%,0.00%,
L094,12,1,,non,ACS1,,100.00%,0.18%,
L094,12,1,,syn,IRA1,,100.00%,0.00%,
L094,12,1,,non,UBA2,,100.00%,0.08%,
L094,12,1,,non,MEP2,,100.00%,0.21%,
L094,12,1,,non,YKR070W,,100.00%,0.08%,
L096a,0,0,,syn,RPL9B,,100.00%,0.15%,
L096a,0,0,,frame,HHF2,,100.00%,0.59%,
L096a,0,0,,prom,CIT2,136,100.00%,0.35%,
L096a,0,0,,non,MAL33,,96.60%,0.23%,
L096a,0,0,,syn,YOR342C,,100.00%,0.32%,
L096a,2,0,,non,GRR1,,100.00%,0.07%,
L096a,2,0,,intergenic,none,,87.50%,0.73%,
L096a,2,0,,non,SPP41,,100.00%,0.10%,
L096a,2,0,,non,ALR2,,100.00%,0.39%,
L096a,2,0,,non,BIG1,,100.00%,0.06%,
L096a,2,0,,non,TMA108,,100.00%,0.08%,
L096a,2,0,,non,YEF3,,100.00%,0.10%,
L096a,2,1,,syn,TRA1,,100.00%,0.26%,
L096a,2,1,,non,YKL151C,,100.00%,0.00%,
L096a,4,1,,non,PDS5,,94.40%,0.09%,
L096a,4,1,,non,PDC2,,100.00%,0.09%,
L096a,4,1,,prom,AAP1,56,100.00%,0.00%,
L096a,4,1,,stop,ACE2,,100.00%,0.17%,
L096a,4,1,,prom,UAF30,125,100.00%,0.00%,
L096a,4,1,,non,GSC2,,100.00%,0.74%,
L096a,4,1,,syn,YKR015C,,100.00%,0.00%,
L096a,4,1,,prom,REC114,216,100.00%,0.00%,
L096a,4,1,,non,YCF1,,100.00%,0.21%,
L096a,4,1,,non,SPL2,,100.00%,0.11%,
L096a,4,1,,intergenic,none,,100.00%,0.38%,
L096a,5,1,,non,MON1,,100.00%,0.35%,
L096a,5,1,,non,ATG2,,100.00%,0.00%,
L096a,5,1,,prom,YCL022C,318,100.00%,0.00%,
L096a,5,1,,syn,PEA2,,100.00%,0.23%,
L096a,5,1,,prom,YFL041W-A,90,100.00%,0.13%,
L096a,5,1,,non,DAP2,,93.30%,0.08%,
L096a,5,1,,non,ECM27,,100.00%,0.07%,
L096a,5,1,,non,FKS1,,100.00%,0.26%,
L096a,5,1,,prom,DBP3,160,100.00%,0.00%,
L096a,5,1,,intergenic,none,,100.00%,0.16%,
L096a,7,1,,frame,VTC3,,100.00%,0.00%,
L096a,7,1,,frame,YDR089W,,100.00%,0.12%,
L096a,7,1,,intergenic,none,,89.70%,0.00%,"This mutation is in the TYA transposable element, amino acid substitution R478C"
L096a,7,1,,intergenic,none,,100.00%,0.19%,
L096a,7,1,,frame,IRC8,,100.00%,0.00%,
L096a,7,1,,prom,DEF1,18,100.00%,0.95%,
L096a,7,1,,stop,SUN4,,100.00%,0.32%,
L096a,7,1,,intergenic,none,,100.00%,0.00%,
L096a,10,1,,intergenic,none,,100.00%,0.00%,
L096a,10,1,,non,GRR1,,100.00%,0.00%,
L096a,10,1,,non,PSE1,,100.00%,0.08%,
L096a,10,1,,prom,YBR287W,45,100.00%,0.14%,
L096a,10,1,,prom,YDR262W,262,100.00%,0.00%,
L096a,10,1,,non,PTP3,,100.00%,0.10%,
L096a,10,1,,non,PEX13,,100.00%,0.14%,
L096a,10,1,,prom,COX18,39,100.00%,0.13%,
L096a,10,1,,non,PMT4,,100.00%,0.19%,
L096a,10,1,,syn,GLR1,,100.00%,0.00%,
L096a,12,1,,intergenic,none,,100.00%,0.00%,
L096a,12,1,,intergenic,none,,100.00%,0.00%,
L096a,12,1,,prom,RHO2,216,100.00%,0.17%,
L096a,12,1,,prom,AIM38,210,100.00%,0.08%,
L096a,12,1,,intergenic,none,,100.00%,0.48%,
L096a,12,1,,intergenic,none,,100.00%,0.00%,
L096a,12,1,,non,KRE5,,100.00%,0.10%,
L096a,12,1,,prom,SKI8,48,100.00%,0.00%,
L096a,12,1,,prom,AHT1,60,100.00%,0.00%,
L096a,12,1,,non,RSF2,,100.00%,0.45%,
L096a,12,1,,intergenic,none,,100.00%,0.22%,
L096a,12,1,,non,GBP2,,100.00%,0.00%,
L096a,12,1,,intergenic,none,,100.00%,0.00%,
L096a,12,1,,non,THO2,,100.00%,0.00%,
L096a,12,1,,prom,TCB3,190,86.70%,0.08%,
L096a,12,1,,non,FIT1,,100.00%,0.09%,
L003,0,0,,intergenic,none,,100.00%,0.00%,
L003,0,0,,syn,SNU66,,31.80%,0.14%,
L003,0,0,,non,MRH4,,99.00%,0.86%,
L003,0,0,,non,TRZ1,,99.20%,0.32%,
L003,0,0,,non,TMA10,,97.30%,0.52%,
L003,0,0,,intergenic,none,,98.50%,0.00%,
L003,0,0,,intergenic,none,,99.10%,0.08%,
L003,1,1,,prom,SPR6,106,100.00%,0.00%,
L003,1,1,,frame,SUR2,,100.00%,0.00%,
L003,1,1,,non,SOK1,,100.00%,0.29%,
L003,1,1,,syn,TRM44,,100.00%,0.00%,
L003,1,1,,intergenic,none,,100.00%,0.79%,
L003,1,1,,non,FUS1,,100.00%,0.44%,
L003,1,1,,prom,CHA4,198,100.00%,0.00%,
L003,1,1,,non,TRS120,,100.00%,0.00%,
L003,1,1,,prom,SAC6,125,100.00%,0.00%,
L003,1,1,,intergenic,none,,100.00%,0.15%,
L003,1,1,,syn,YEL023C,,100.00%,0.57%,
L003,1,1,,intergenic,none,,100.00%,0.00%,
L003,1,1,,non,GPB2,,98.20%,0.05%,
L003,1,1,,intergenic,none,,100.00%,0.12%,
L003,1,1,,non,YJL171C,,96.00%,0.00%,
L003,1,1,,intergenic,none,,100.00%,0.36%,
L003,1,1,,intergenic,none,,100.00%,0.00%,
L003,1,1,,non,SAK1,,100.00%,0.00%,
L003,1,1,,intergenic,none,,100.00%,0.00%,
L003,1,1,,prom,ARO3,89,100.00%,0.00%,
L003,1,1,,non,HTS1,,90.90%,0.51%,
L003,1,1,,non,KEM1,,100.00%,0.96%,
L003,1,1,,complex-prom,CSM1,290,100.00%,2.06%,
L003,1,1,,complex-prom,CSM1,288,100.00%,3.41%,
L003,1,1,,intergenic,none,,100.00%,0.00%,
L003,1,1,,complex-prom,YOR238W,375,100.00%,0.00%,
L003,1,1,,complex-prom,YOR238W,373,100.00%,0.00%,
L003,2,1,,stop,DOT6,,100.00%,0.18%,
L003,2,1,,prom,CCT6,430,100.00%,0.08%,
L003,2,1,,non,CDC6,,100.00%,0.25%,
L003,2,1,,non,CDC28,,100.00%,0.12%,
L003,2,1,,prom,EPL1,105,96.00%,0.08%,
L003,2,1,,non,SHO1,,100.00%,0.06%,
L003,2,1,,prom,HTA1,347,100.00%,0.39%,
L003,2,1,,intergenic,none,,100.00%,0.00%,
L003,4,0,,non,CDC37,,100.00%,0.15%,
L003,4,0,,non,CAT5,,95.20%,0.17%,
L003,4,0,,prom,RAD3,51,100.00%,0.13%,
L003,4,0,,non,BZZ1,,97.30%,0.00%,
L003,4,0,,non,CDC28,,96.90%,0.68%,
L003,4,0,,non,CDC37,,100.00%,0.13%,
L003,4,0,,complex-intergenic,none,,100.00%,0.00%,
L003,4,0,,complex-intergenic,none,,100.00%,0.00%,
L003,4,1,,non,YEL023C,,100.00%,0.00%,
L003,4,1,,intergenic,none,,100.00%,0.00%,
L003,4,2,not used,non,TRS130,,100.00%,0.33%,
L003,4,2,not used,complex-intergenic,none,,100.00%,0.00%,
L003,4,2,not used,complex-intergenic,none,,100.00%,0.00%,
L003,4,2,not used,complex-frame,ACE2,,100.00%,0.16%,
L003,4,2,not used,complex-frame,ACE2,,90.00%,0.15%,
L003,5,1,,syn,FKH2,,89.50%,1.45%,
L003,5,1,,intergenic,none,,100.00%,0.00%,
L003,5,1,,complex-intergenic,none,,75.00%,0.00%,
L003,5,1,,complex-intergenic,none,,100.00%,0.00%,
L003,5,1,,complex-intergenic,none,,75.00%,0.00%,
L003,5,1,,complex-intergenic,none,,83.30%,0.08%,
L003,5,1,,complex-intergenic,none,,100.00%,0.25%,
L003,5,1,,complex-intergenic,none,,83.30%,0.17%,
L003,5,1,,complex-intergenic,none,,83.30%,0.00%,
L003,5,1,,complex-intergenic,none,,83.30%,0.00%,
L003,5,1,,complex-intergenic,none,,100.00%,0.00%,
L003,5,1,,stop,VPS74,,100.00%,0.00%,
L003,5,1,,complex-intergenic,none,,100.00%,0.29%,
L003,5,1,,complex-intergenic,none,,100.00%,0.00%,
L003,6,1,,prom,MCM3,255,100.00%,0.30%,
L003,6,1,,prom,IRC25,107,100.00%,0.29%,
L003,6,1,,non,BUD23,,94.40%,0.99%,
L003,6,1,,non,TOM1,,96.60%,0.56%,
L003,6,1,,non,PAN5,,100.00%,0.15%,
L003,6,1,,intron,GLC7,,100.00%,0.18%,
L003,6,1,,non,HMG1,,100.00%,0.72%,
L003,6,2,not used,stop,MOT3,,100.00%,0.00%,
L003,6,2,not used,intergenic,none,,100.00%,0.28%,
L003,6,2,not used,prom,YCR050C,118,100.00%,0.00%,
L003,6,2,not used,intergenic,none,,100.00%,0.15%,
L003,6,2,not used,non,OYE2,,100.00%,0.32%,
L003,6,2,not used,stop,YKL050C,,100.00%,0.22%,
L003,6,2,not used,prom,YNL198C,264,100.00%,0.22%,
L003,6,2,not used,non,MGM1,,87.50%,0.14%,
L003,6,2,not used,non,YMR124W,,75.00%,0.00%,
L003,6,2,not used,intergenic,none,,75.00%,0.00%,
L003,7,1,,syn,DYN1,,100.00%,0.11%,
L003,7,1,,prom,PHO13,109,100.00%,0.08%,
L003,7,1,,intergenic,none,,100.00%,0.08%,
L003,7,1,,non,SER3,,100.00%,0.00%,
L003,7,1,,prom,MTR3,72,100.00%,0.25%,
L003,7,1,,non,CNE1,,100.00%,0.00%,
L003,7,1,,non,YKR096W,,90.50%,0.53%,
L003,7,1,,syn,SIR4,,91.30%,0.16%,
L003,7,1,,prom,CSR2,426,88.90%,0.74%,
L003,8,1,,stop,SUR2,,100.00%,0.15%,
L003,8,1,,intergenic,none,,100.00%,0.00%,
L003,8,1,,syn,TCB3,,100.00%,0.09%,
L003,8,1,,complex-non,NUP85,,96.80%,0.15%,
L003,8,1,,complex-non,NUP85,,100.00%,0.54%,
L003,8,1,,syn,PHO81,,100.00%,0.00%,
L003,8,1,,syn,SPC110,,100.00%,0.00%,
L003,8,1,,non,YLR241W,,100.00%,0.08%,
L003,8,2,not used,prom,RPL18A,75,100.00%,0.16%,
L003,8,2,not used,non,SEC26,,100.00%,0.07%,
L003,8,2,not used,prom,YFR035C,244,100.00%,0.52%,
L003,8,2,not used,frame,REC102,,100.00%,0.48%,
L003,8,2,not used,syn,APJ1,,100.00%,0.20%,
L003,8,2,not used,non,TGS1,,100.00%,0.15%,
L003,10,1,,intergenic,none,,100.00%,0.00%,
L003,10,1,,stop,FUS3,,100.00%,0.17%,
L003,10,1,,intergenic,none,,100.00%,0.08%,
L003,10,1,,non,COG6,,100.00%,0.11%,
L003,10,1,,prom,PRP28,47,94.40%,0.09%,
L003,10,1,,non,MMP1,,100.00%,0.15%,
L003,10,1,,prom,LEU1,206,100.00%,0.14%,
L003,10,1,,non,UBP14,,100.00%,0.09%,
L003,10,1,,non,AAD10,,100.00%,0.00%,
L003,10,1,,intergenic,none,,100.00%,0.06%,
L003,11,1,,syn,YJR012C,,100.00%,0.05%,
L003,11,1,,non,YLR031W,,100.00%,0.00%,
L003,11,1,,stop,IRA1,,100.00%,0.00%,
L003,11,1,,non,NRP1,,100.00%,0.00%,
L003,11,1,,non,ZRC1,,100.00%,0.14%,
L003,11,1,,non,CAB4,,91.30%,0.33%,
L003,11,1,,non,GRR1,,100.00%,0.08%,
L003,11,1,,complex-frame,ACE2,,100.00%,0.07%,
L003,11,1,,complex-frame,ACE2,,100.00%,0.20%,
L003,11,1,,non,SUL1,,100.00%,0.72%,
L003,11,1,,syn,GNP1,,100.00%,0.06%,
L003,12,1,,syn,SNG1,,100.00%,0.24%,
L003,12,1,,non,YLL056C,,100.00%,0.00%,
L003,12,1,,non,RAS2,,100.00%,0.19%,
L003,12,1,,intergenic,none,,96.90%,0.15%,
L003,12,1,,non,ROT2,,100.00%,0.29%,
L003,12,1,,non,GCN5,,100.00%,0.08%,
L003,12,1,,non,MDN1,,100.00%,0.15%,
L003,12,1,,stop,YRM1,,100.00%,0.00%,
L125,0,0,"likely diploid, not used",non,PDR15,,53.10%,0.11%,
L125,0,0,"likely diploid, not used",non,BMS1,,45.10%,0.00%,
L125,1,1,"likely diploid, not used",prom,SPO75,166,87.50%,0.39%,
L125,2,1,"likely diploid, not used",prom,GID7,61,63.20%,0.00%,
L125,2,1,"likely diploid, not used",prom,MSN2,251,61.50%,0.12%,
L125,2,1,"likely diploid, not used",syn,DIN7,,100.00%,0.10%,
L125,2,1,"likely diploid, not used",intergenic,none,,69.20%,0.65%,
L125,2,1,"likely diploid, not used",prom,FBP26,354,63.60%,0.14%,
L125,2,1,"likely diploid, not used",prom,ECM4,444,66.70%,0.52%,
L125,2,1,"likely diploid, not used",non,PGS1,,100.00%,0.00%,
L125,2,1,"likely diploid, not used",syn,SKM1,,86.70%,0.07%,
L125,3,1,"likely diploid, not used",prom,EXG2,129,61.50%,0.73%,
L125,3,1,"likely diploid, not used",non,YHR045W,,58.80%,0.07%,
L125,3,2,"likely diploid, not used",intergenic,none,,58.80%,0.00%,
L125,3,2,"likely diploid, not used",syn,SKG6,,66.70%,0.00%,
L125,5,1,"likely diploid, not used",intergenic,none,,100.00%,0.00%,
L125,5,1,"likely diploid, not used",frame,RRP40,,76.90%,0.00%,
L125,6,0,"likely diploid, not used",non,KRE6,,65.40%,0.30%,
L125,6,1,"likely diploid, not used",non,RSN1,,83.30%,0.28%,
L125,6,1,"likely diploid, not used",non,SGV1,,76.90%,0.46%,
L125,7,1,"likely diploid, not used",non,ROM2,,61.10%,0.39%,
L125,7,1,"likely diploid, not used",prom,YFR036W-A,84,100.00%,0.00%,
L125,7,1,"likely diploid, not used",non,MSP1,,72.70%,0.09%,
L125,7,1,"likely diploid, not used",frame,GCR2,,56.00%,0.00%,
L125,9,2,"likely diploid, not used",syn,MYO3,,77.80%,0.28%,
L125,9,2,"likely diploid, not used",non,PKC1,,87.50%,0.21%,
L125,9,2,"likely diploid, not used",non,EST2,,71.40%,0.08%,
L125,10,1,"likely diploid, not used",prom,RPS25B,268,57.10%,0.07%,
L125,11,1,"likely diploid, not used",intergenic,none,,100.00%,0.00%,
L125,11,1,"likely diploid, not used",non,YCR023C,,66.70%,0.00%,
L125,11,1,"likely diploid, not used",non,CCW12,,64.30%,0.09%,
L125,12,1,"likely diploid, not used",intergenic,none,,100.00%,0.00%,
L125,12,1,"likely diploid, not used",prom,RRG1,217,100.00%,0.56%,
L125,12,1,"likely diploid, not used",prom,IRC16,468,100.00%,0.00%,
S121,0,0,,frame,MAG2,,100.00%,0.08%,
S121,1,1,,intergenic,none,,100.00%,0.36%,
S121,1,1,,intergenic,none,,100.00%,1.87%,
S121,1,1,,syn,PUS2,,100.00%,0.00%,
S121,1,1,,frame,SET4,,100.00%,0.08%,
S121,1,1,,non,SUR2,,100.00%,0.12%,
S121,1,1,,non,CTF18,,100.00%,0.23%,
S121,2,1,,non,RPG1,,100.00%,0.09%,
S121,2,1,,non,COS9,,100.00%,0.09%,
S121,2,1,,prom,YLL065W,397,90.50%,1.25%,
S121,2,1,,frame,HMG1,,100.00%,0.00%,
S121,2,1,,non,UPF3,,100.00%,0.35%,
S121,2,1,,intergenic,none,,100.00%,0.00%,
S121,2,1,,intergenic,none,,100.00%,0.00%,
S121,2,1,,non,NMT1,,100.00%,0.36%,
S121,2,1,,non,YMR315W,,100.00%,0.39%,
S121,4,0,,non,YOR022C,,96.60%,0.16%,
S121,4,0,,syn,DPL1,,100.00%,0.24%,
S121,4,0,,non,YEL043W,,96.30%,0.10%,
S121,4,0,,prom,ALY1,352,100.00%,0.48%,
S121,4,0,,frame,ACE2,,100.00%,0.18%,
S121,4,0,,stop,WHI2,,100.00%,0.19%,
S121,4,1,,non,HUL4,,90.00%,1.94%,
S121,4,1,,intergenic,none,,90.90%,0.00%,
S121,4,1,,prom,YOL047C,10,88.90%,0.00%,
S121,4,2,not used,non,UTP10,,100.00%,0.00%,
S121,4,2,not used,syn,SHQ1,,100.00%,0.09%,
S121,4,2,not used,prom,YKU70,180,100.00%,0.22%,
S121,5,1,,prom,NTR2,98,100.00%,0.00%,
S121,5,1,,non,MIG2,,100.00%,0.05%,
S121,5,1,,stop,MEK1,,100.00%,0.20%,
S121,5,1,,non,ENP1,,100.00%,0.00%,
S121,5,1,,prom,CIS1,264,100.00%,0.00%,
S121,5,1,,non,CTM1,,100.00%,0.00%,
S121,5,1,,intergenic,none,,100.00%,0.11%,
S121,5,1,,intergenic,none,,100.00%,0.00%,
S121,5,1,,intergenic,none,,100.00%,0.00%,
S121,5,1,,non,KRE1,,100.00%,0.30%,
S121,5,1,,non,SET3,,100.00%,0.39%,
S121,5,1,,non,ZPR1,,100.00%,0.16%,
S121,5,1,,intergenic,none,,100.00%,0.22%,
S121,6,0,,non,FKS1,,96.80%,0.00%,
S121,6,1,,non,CHS1,,100.00%,0.25%,
S121,6,1,,syn,APJ1,,85.70%,0.50%,
S121,6,1,,prom,YBL053W,76,100.00%,0.76%,
S121,6,1,,non,TOF1,,100.00%,0.39%,
S121,6,1,,non,ICS2,,100.00%,2.29%,
S121,6,1,,non,MUM3,,100.00%,0.09%,
S121,6,1,,intergenic,none,,100.00%,1.04%,
S121,6,1,,syn,GCN1,,100.00%,0.21%,
S121,6,1,,intergenic,none,,100.00%,2.11%,
S121,6,1,,intergenic,none,,100.00%,0.00%,
S121,6,1,,intergenic,none,,100.00%,0.50%,
S121,6,1,,prom,YPL142C,57,100.00%,0.00%,
S121,6,2,not used,non,SEC61,,100.00%,0.10%,
S121,6,2,not used,non,YOR034C-A,,100.00%,1.82%,
S121,6,2,not used,prom,RGP1,228,100.00%,0.11%,
S121,6,2,not used,stop,ATG5,,100.00%,0.93%,
S121,6,2,not used,non,RPN11,,100.00%,0.50%,
S121,6,2,not used,non,RSR1,,87.50%,0.16%,
S121,6,2,not used,prom,NCP1,244,100.00%,0.37%,
S121,6,2,not used,prom,HPC2,187,100.00%,0.00%,
S121,6,2,not used,non,DNF3,,100.00%,0.57%,
S121,6,2,not used,intergenic,none,,100.00%,0.00%,
S121,6,2,not used,prom,RPB2,13,100.00%,1.04%,
S121,6,2,not used,non,RMT2,,100.00%,0.85%,
S121,7,1,,prom,HOF1,122,100.00%,0.35%,
S121,7,1,,non,SOK2,,100.00%,0.00%,
S121,7,1,,stop,EST2,,100.00%,0.00%,
S121,7,1,,non,MAS1,,86.40%,0.00%,
S121,7,1,,non,GDE1,,100.00%,0.00%,
S121,7,1,,prom,YKR017C,76,100.00%,1.77%,
S121,7,1,,non,GRR1,,100.00%,0.07%,
S121,7,1,,non,MDM31,,100.00%,0.00%,
S121,7,1,,stop,MIH1,,100.00%,0.72%,
S121,7,1,,complex-frame,CTS1,,100.00%,0.00%,
S121,7,1,,complex-frame,CTS1,,100.00%,0.00%,
S121,8,1,,non,UBP7,,100.00%,0.00%,
S121,8,1,,syn,SCS22,,92.30%,0.00%,
S121,8,1,,intergenic,none,,100.00%,0.00%,
S121,8,1,,non,HMG1,,93.80%,0.00%,
S121,8,1,,non,DSE1,,100.00%,0.26%,
S121,8,1,,intergenic,none,,100.00%,0.05%,
S121,8,1,,prom,AVT1,495,100.00%,0.00%,
S121,8,1,,intergenic,none,,100.00%,0.00%,
S121,8,1,,prom,FCF2,5,100.00%,0.00%,
S121,8,1,,intergenic,none,,100.00%,0.00%,
S121,8,1,,complex-prom,AKL1,285,100.00%,0.13%,
S121,8,1,,complex-prom,AKL1,291,100.00%,0.45%,
S121,8,1,,non,RFC1,,92.30%,0.17%,
S121,10,0,,non,RRG7,,100.00%,0.25%,
S121,10,0,,non,RTG1,,100.00%,0.77%,
S121,10,0,,non,LSB6,,94.40%,0.16%,
S121,10,0,,syn,YMR099C,,100.00%,0.00%,
S121,10,0,,prom,VTS1,152,100.00%,1.30%,
S121,10,0,,frame,WHI2,,100.00%,0.27%,
S121,10,0,,non,BUD4,,100.00%,0.35%,
S121,10,1,,non,UGA1,,100.00%,0.07%,
S121,10,1,,non,TRA1,,100.00%,0.33%,
S121,10,1,,intron,RPP1B,,90.90%,0.38%,
S121,10,1,,non,YFR045W,,100.00%,0.08%,
S121,10,1,,prom,YGR210C,42,100.00%,0.13%,
S121,10,1,,intergenic,none,,100.00%,1.51%,
S121,10,2,not used,intergenic,none,,100.00%,2.88%,
S121,10,2,not used,non,RRP5,,100.00%,0.08%,
S121,10,2,not used,non,YAP1802,,100.00%,0.91%,
S121,11,1,,intergenic,none,,100.00%,0.30%,
S121,11,1,,non,SEC18,,100.00%,0.09%,
S121,11,1,,non,YHR033W,,100.00%,0.00%,
S121,11,1,,syn,GIP3,,100.00%,0.00%,
S121,11,1,,non,MCM2,,100.00%,0.22%,
S121,11,1,,non,AST2,,100.00%,0.08%,
S121,11,1,,non,GEP7,,100.00%,0.00%,
S121,11,1,,non,VTC4,,100.00%,0.71%,
S121,11,1,,intergenic,none,,100.00%,0.00%,
S121,11,1,,prom,SAL1,8,100.00%,0.00%,
S121,11,1,,non,DED1,,100.00%,0.21%,
S121,11,1,,prom,IFA38,267,100.00%,0.00%,
S121,11,1,,frame,DSE2,,100.00%,0.24%,
S121,11,1,,syn,TIF5,,100.00%,0.09%,
S121,12,1,,prom,LEU2,349,73.30%,0.06%,
S121,12,1,,prom,SNF6,215,66.70%,0.32%,
S121,12,1,,syn,DDR48,,100.00%,0.00%,
S121,12,1,,non,TKL2,,100.00%,0.00%,
S121,12,1,,prom,DGR2,21,100.00%,0.24%,
S121,12,1,,non,SRB8,,80.00%,0.41%,
S121,12,1,,intergenic,none,,100.00%,0.00%,
S121,12,1,,syn,MIP1,,100.00%,0.13%,
S002,0,0,,non,PHM7,,95.00%,0.23%,
S002,0,0,,complex-frame,FMP43,,100.00%,0.00%,
S002,0,0,,complex-frame,FMP43,,97.20%,1.34%,
S002,0,0,,non,YKR096W,,100.00%,0.53%,
S002,0,0,,prom,YLL065W,154,99.10%,0.15%,
S002,0,0,,non,RPO31,,98.90%,0.31%,
S002,1,1,"likely mutator, not used",prom,YHR045W,275,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,UBC12,,100.00%,0.09%,
S002,1,1,"likely mutator, not used",syn,SCM4,,100.00%,0.09%,
S002,1,1,"likely mutator, not used",non,DAL81,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,PEX10,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,YDL073W,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",syn,OPY1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",prom,RPP1,262,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,CYM1,,100.00%,0.18%,
S002,1,1,"likely mutator, not used",non,YJR054W,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",prom,GSC2,51,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,CSF1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",intergenic,none,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,PKH3,,100.00%,0.07%,
S002,1,1,"likely mutator, not used",non,SMC6,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,SNF2,,100.00%,0.08%,
S002,1,1,"likely mutator, not used",non,OSH2,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,SPC110,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,YMR102C,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",syn,PKC1,,100.00%,0.09%,
S002,1,1,"likely mutator, not used",syn,KTR4,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",intergenic,none,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",prom,YNL217W,219,100.00%,0.10%,
S002,1,1,"likely mutator, not used",non,NUP116,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,MMM1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,YPL260W,,100.00%,0.18%,
S002,1,1,"likely mutator, not used",prom,MSH5,71,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,MPC54,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",syn,ETR1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,RKR1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",intergenic,none,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,HAA1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",intergenic,none,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",intergenic,none,,100.00%,0.08%,
S002,1,1,"likely mutator, not used",non,CDC4,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,CDC39,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",stop,YHR045W,,100.00%,0.44%,
S002,1,1,"likely mutator, not used",complex-prom,YLR307C-A,107,100.00%,0.00%,
S002,1,1,"likely mutator, not used",complex-prom,YLR307C-A,108,100.00%,0.00%,
S002,1,1,"likely mutator, not used",complex-prom,YLR307C-A,111,100.00%,0.00%,
S002,1,1,"likely mutator, not used",syn,FMP48,,100.00%,0.00%,
