gene,population,frequency
uvrB,a7,NA
yccS,a7,NA
helD,a7,NA
etk,a7,NA
insB1,a7,NA
cbpA,a7,NA
pgaB,a7,NA
pyrC,a7,NA
ldtC,a7,NA
lolE,a7,NA
trpE,a7,NA
ycjP,a7,NA
ycjS,a7,NA
insH1,a7,NA
yddA,a7,NA
ydfG,a7,NA
tfaQ,a7,NA
folM,a7,NA
uidB,a7,NA
ydiP,a7,NA
ydjA,a7,NA
dmlR,a7,NA
nudL,a7,NA
rlmA,a7,NA
mepM,a7,NA
torY,a7,NA
yeeL,a7,NA
glf,a7,NA
wcaK,a7,NA
mdtB,a7,NA
yehC,a7,NA
yehQ,a7,NA
preT,a7,NA
dsdA,a7,NA
lpxP,a7,NA
yfeX,a7,NA
aegA,a7,NA
bcp,a7,NA
purM,a7,NA
pbpC,a7,NA
yphG,a7,NA
trmD,a7,NA
ypjA,a7,NA
ygaQ,a7,NA
mutS,a7,NA
fucK,a7,NA
galR,a7,NA
metK,a7,NA
parE,a7,NA
ygjK,a7,NA
sstT,a7,NA
tdcD,a7,NA
mtr,a7,NA
fis,a7,NA
gspA,a7,NA
glpD,a7,NA
dctA,a7,NA
eptB,a7,NA
uhpC,a7,NA
kup,a7,NA
rrfA,a7,NA
rpoC,a7,NA
yjbB,a7,NA
zur,a7,NA
yjcE,a7,NA
yjcO,a7,NA
dcuA,a7,NA
epmA,a7,NA
ulaG,a7,NA
ulaC,a7,NA
tsr,a7,NA
yjjQ,a7,NA
kefC,a7,NA
hofB,a7,NA
rrlH,a7,NA
ybcH,a7,NA
purU,a7,NA
trpD,a7,NA
ynaE,a7,NA
cmoA,a7,NA
argS,a7,NA
plaP,a7,NA
mdtC,a7,NA
ccmA,a7,NA
yfaA,a7,NA
nuoF,a7,NA
yfcI,a7,NA
norV,a7,NA
fhlA,a7,NA
ygdH,a7,NA
ygeA,a7,NA
argP,a7,NA
ftsP,a7,NA
ttdR,a7,NA
smf,a7,NA
gspD,a7,NA
yhfK,a7,NA
gntK,a7,NA
rbsA,a7,NA
folA,a7,NA
htrE,a7,NA
ddlA,a7,NA
phoB,a7,NA
fepC,a7,NA
tatE,a7,NA
pflB,a7,NA
yccF,a7,NA
torC,a7,NA
pgaA,a7,NA
narJ,a7,NA
yncE,a7,NA
ydgI,a7,NA
ydiF,a7,NA
fliI,a7,NA
yedI,a7,NA
hiuH,a7,NA
yegE,a7,NA
ung,a7,NA
kgtP,a7,NA
yqiG,a7,NA
plsY,a7,NA
nusA,a7,NA
dcuD,a7,NA
fis,a7,NA
rpsD,a7,NA
gspA,a7,NA
crp,a7,NA
nirB,a7,NA
yhfT,a7,NA
xylG,a7,NA
malS,a7,NA
yiaY,a7,NA
waaL,a7,NA
bglG,a7,NA
yifK,a7,NA
fdoG,a7,NA
hupA,a7,NA
yjiN,a7,NA
folA,a7,NA
pepD,a7,NA
ykfC,a7,NA
sbcC,a7,NA
nfrA,a7,NA
entA,a7,NA
gfcD,a7,NA
purB,a7,NA
icd,a7,NA
recE,a7,NA
tynA,a7,NA
pykF,a7,NA
purT,a7,NA
amn,a7,NA
eutD,a7,NA
yfhM,a7,NA
ung,a7,NA
rpoS,a7,NA
cysN,a7,NA
bglA,a7,NA
uxaA,a7,NA
agaR,a7,NA
rpsO,a7,NA
pabA,a7,NA
selB,a7,NA
purA,a7,NA
fimB,a7,NA
rihC,a7,NA
folA,a7,NA
cra,a7,NA
ybhN,a7,NA
pqiA,a7,NA
yciB,a7,NA
ycjF,a7,NA
yneO,a7,NA
ydfE,a7,NA
yedQ,a7,NA
gyrA,a7,NA
ygcS,a7,NA
ygjR,a7,NA
fis,a7,NA
crp,a7,NA
pstA,a7,NA
rpoC,a7,NA
fecB,a7,NA
ettA,a7,NA
ykgF,a7,NA
betA,a7,NA
cynT,a7,NA
cyoA,a7,NA
ybaE,a7,NA
gsk,a7,NA
cstA,a7,NA
ftsK,a7,NA
mukF,a7,NA
putA,a7,NA
csgD,a7,NA
flgJ,a7,NA
nagK,a7,NA
stfP,a7,NA
ycgV,a7,NA
adhE,a7,NA
ydcU,a7,NA
yneO,a7,NA
ynfB,a7,NA
ynfE,a7,NA
rsxC,a7,NA
dmlR,a7,NA
yecM,a7,NA
yedA,a7,NA
yeeE,a7,NA
yehM,a7,NA
ypfH,a7,NA
uraA,a7,NA
relA,a7,NA
fucA,a7,NA
gcvP,a7,NA
sslE,a7,NA
sstT,a7,NA
pnp,a7,NA
yhfU,a7,NA
glgC,a7,NA
livJ,a7,NA
yhhI,a7,NA
yhjE,a7,NA
rph,a7,NA
wecG,a7,NA
metF,a7,NA
malM,a7,NA
tsr,a7,NA
cpxA,a7,NA
folA,a7,NA
rapA,a7,NA
gcd,a7,NA
bamA,a7,NA
yagA,a7,NA
yaiW,a7,NA
mak,a7,NA
malZ,a7,NA
dxs,a7,NA
nfrA,a7,NA
ybgI,a7,NA
ybhD,a7,NA
cydC,a7,NA
yccS,a7,NA
serX,a7,NA
csgD,a7,NA
yceI,a7,NA
solA,a7,NA
ispE,a7,NA
clsA,a7,NA
insH1,a7,NA
hrpA,a7,NA
yneO,a7,NA
lsrD,a7,NA
ydfG,a7,NA
ynfG,a7,NA
yoaD,a7,NA
fliK,a7,NA
cbeA,a7,NA
yegE,a7,NA
yegD,a7,NA
yeiG,a7,NA
ompC,a7,NA
yfaY,a7,NA
yfbT,a7,NA
focB,a7,NA
glrR,a7,NA
proX,a7,NA
parC,a7,NA
tolC,a7,NA
gltB,a7,NA
gltF,a7,NA
zntR,a7,NA
viaA,a7,NA
kup,a7,NA
rpoC,a7,NA
nrfD,a7,NA
folA,a7,NA
mrcB,a7,NA
yahC,a7,NA
frmR,a7,NA
allS,a7,NA
fepC,a7,NA
dcuC,a7,NA
ybhL,a7,NA
yliI,a7,NA
rcdA,a7,NA
ybjD,a7,NA
yccS,a7,NA
yccU,a7,NA
rutD,a7,NA
ycjT,a7,NA
ydaV,a7,NA
ydbA,a7,NA
ynfH,a7,NA
folM,a7,NA
sufB,a7,NA
astD,a7,NA
yoaA,a7,NA
torY,a7,NA
yohJ,a7,NA
preT,a7,NA
fruA,a7,NA
fruK,a7,NA
yfaL,a7,NA
inaA,a7,NA
pdxB,a7,NA
yfcU,a7,NA
evgS,a7,NA
eutH,a7,NA
glrR,a7,NA
pssA,a7,NA
yfjS,a7,NA
sslE,a7,NA
yhcO,a7,NA
aaeR,a7,NA
fis,a7,NA
frlC,a7,NA
pitA,a7,NA
slp,a7,NA
yhjA,a7,NA
yhjV,a7,NA
asnA,a7,NA
cyaA,a7,NA
hslU,a7,NA
rpoB,a7,NA
yjgL,a7,NA
sgcQ,a7,NA
folA,a7,NA
ilvH,a7,NA
lpxH,a7,NA
gltA,a7,NA
modF,a7,NA
yliI,a7,NA
pflB,a7,NA
ycdY,a7,NA
minC,a7,NA
ydaT,a7,NA
ydcT,a7,NA
folM,a7,NA
topB,a7,NA
sdaA,a7,NA
prc,a7,NA
purT,a7,NA
nupC,a7,NA
trmJ,a7,NA
scpC,a7,NA
parE,a7,NA
rhsB,a7,NA
glyQ,a7,NA
sgbH,a7,NA
rph,a7,NA
ibpB,a7,NA
metL,a7,NA
rpoC,a7,NA
rpiB,a7,NA
aspA,a7,NA
rnr,a7,NA
leuV,a7,NA
folA,a7,NA
aceF,a7,NA
btuF,a7,NA
yafE,a7,NA
yafJ,a7,NA
iraP,a7,NA
sbcD,a7,NA
queA,a7,NA
fepD,a7,NA
potE,a7,NA
potE,a7,NA
ybhG,a7,NA
ycaI,a7,NA
agp,a7,NA
puuB,a7,NA
tynA,a7,NA
yneO,a7,NA
ydgC,a7,NA
uidA,a7,NA
malI,a7,NA
ydhP,a7,NA
ydhC,a7,NA
yoaE,a7,NA
htpX,a7,NA
sbcB,a7,NA
wzxB,a7,NA
gatZ,a7,NA
mdtQ,a7,NA
lysP,a7,NA
yeiP,a7,NA
folC,a7,NA
evgS,a7,NA
yfeS,a7,NA
hyfR,a7,NA
ypjA,a7,NA
gltB,a7,NA
mreB,a7,NA
yheU,a7,NA
glgA,a7,NA
glyS,a7,NA
ilvN,a7,NA
yihO,a7,NA
frwA,a7,NA
rpoB,a7,NA
rpoC,a7,NA
yjbQ,a7,NA
crfC,a7,NA
queG,a7,NA
ryhB,a7,NA
hemX,a7,NA
yihF,a7,NA
nrfD,a7,NA
dnaK,a7,NA
aroP,a7,NA
dxr,a7,NA
yafO,a7,NA
yagK,a7,NA
rclR,a7,NA
betT,a7,NA
yaiT,a7,NA
pgpA,a7,NA
allC,a7,NA
glnS,a7,NA
speF,a7,NA
kdpD,a7,NA
abrB,a7,NA
ybjS,a7,NA
torC,a7,NA
lolC,a7,NA
dhaK,a7,NA
narK,a7,NA
adhE,a7,NA
ydcN,a7,NA
yneO,a7,NA
yneJ,a7,NA
uidC,a7,NA
pykF,a7,NA
sufB,a7,NA
yeaJ,a7,NA
aspS,a7,NA
cheR,a7,NA
cheA,a7,NA
mdtC,a7,NA
pta,a7,NA
aegA,a7,NA
guaA,a7,NA
rlmN,a7,NA
iscX,a7,NA
purL,a7,NA
norV,a7,NA
ygbT,a7,NA
ygiQ,a7,NA
yqiG,a7,NA
patA,a7,NA
prkB,a7,NA
glpG,a7,NA
glgC,a7,NA
atpD,a7,NA
viaA,a7,NA
ubiB,a7,NA
pfkA,a7,NA
birA,a7,NA
rpoB,a7,NA
zraR,a7,NA
treB,a7,NA
yjgX,a7,NA
insO,a7,NA
cra,a7,NA
mhpC,a7,NA
frmR,a7,NA
citE,a7,NA
torS,a7,NA
efeU,a7,NA
rne,a7,NA
trpC,a7,NA
tam,a7,NA
ydfI,a7,NA
uidA,a7,NA
ydjG,a7,NA
yebT,a7,NA
gatY,a7,NA
yfaS,a7,NA
folX,a7,NA
narQ,a7,NA
hisS,a7,NA
yfhM,a7,NA
yphH,a7,NA
glrR,a7,NA
yfjI,a7,NA
yraQ,a7,NA
yidL,a7,NA
glmS,a7,NA
yjbB,a7,NA
rnr,a7,NA
aidB,a7,NA
nrdD,a7,NA
yjgL,a7,NA
fhuF,a7,NA
gmhB,a7,NA
frsA,a7,NA
yagF,a7,NA
betB,a7,NA
sbcC,a7,NA
htpG,a7,NA
ybgS,a7,NA
serC,a7,NA
pepT,a7,NA
oppB,a7,NA
ydcK,a7,NA
intQ,a7,NA
ynfG,a7,NA
fumC,a7,NA
lhr,a7,NA
mdtK,a7,NA
pykF,a7,NA
prc,a7,NA
micF,a7,NA
tktB,a7,NA
yfhM,a7,NA
alaS,a7,NA
cysH,a7,NA
sdaB,a7,NA
recC,a7,NA
scpA,a7,NA
fadH,a7,NA
aaeB,a7,NA
malQ,a7,NA
uhpA,a7,NA
rbsR,a7,NA
wzzE,a7,NA
yifK,a7,NA
rhtC,a7,NA
trkH,a7,NA
nrfC,a7,NA
yjiV,a7,NA
yjiY,a7,NA
rluA,a7,NA
lpxB,a7,NA
frsA,a7,NA
mdlA,a7,NA
peaD,a7,NA
citX,a7,NA
nagB,a7,NA
glnS,a7,NA
rhsC,a7,NA
rhsC,a7,NA
rhsC,a7,NA
mngA,a7,NA
ybjL,a7,NA
ybjQ,a7,NA
ycbF,a7,NA
ycgL,a7,NA
ycgB,a7,NA
dadX,a7,NA
dhaM,a7,NA
puuA,a7,NA
ycjO,a7,NA
yneO,a7,NA
sufS,a7,NA
ptrB,a7,NA
yohD,a7,NA
yejH,a7,NA
purF,a7,NA
bamB,a7,NA
hycE,a7,NA
amiC,a7,NA
xdhB,a7,NA
zntR,a7,NA
rpmC,a7,NA
rpsC,a7,NA
nirD,a7,NA
gor,a7,NA
dnaN,a7,NA
leuV,a7,NA
ybcK,a7,NA
uvrB,a7,NA
ssuC,a7,NA
gfcB,a7,NA
yneK,a7,NA
tar,a7,NA
yegK,a7,NA
yfbV,a7,NA
yfdC,a7,NA
emrY,a7,NA
cysZ,a7,NA
hcaD,a7,NA
exuR,a7,NA
rpsL,a7,NA
gph,a7,NA
hofM,a7,NA
rffG,a7,NA
cpxR,a7,NA
nnr,a7,NA
focA,a7,NA
ycbF,a7,NA
yccS,a7,NA
paaJ,a7,NA
lsrD,a7,NA
hdhA,a7,NA
rsxC,a7,NA
amn,a7,NA
hisC,a7,NA
ccmF,a7,NA
rcsC,a7,NA
yfcU,a7,NA
yfeR,a7,NA
mutS,a7,NA
mutS,a7,NA
mutS,a7,NA
xdhA,a7,NA
tktA,a7,NA
kbaY,a7,NA
rbsA,a7,NA
phnG,a7,NA
ytfT,a7,NA
hsdR,a7,NA
polB,a7,NA
mraY,a7,NA
secM,a7,NA
aceF,a7,NA
yagH,a7,NA
prpD,a7,NA
queA,a7,NA
ppiD,a7,NA
acrB,a7,NA
cusC,a7,NA
kdpD,a7,NA
abrB,a7,NA
ybgQ,a7,NA
dinG,a7,NA
iaaA,a7,NA
dmsB,a7,NA
fabD,a7,NA
narI,a7,NA
pgpB,a7,NA
insH1,a7,NA
stfR,a7,NA
yeaG,a7,NA
cutC,a7,NA
alkB,a7,NA
atoE,a7,NA
nuoE,a7,NA
nuoC,a7,NA
folX,a7,NA
cvpA,a7,NA
yfcU,a7,NA
yfeN,a7,NA
eutB,a7,NA
hisS,a7,NA
ypjI,a7,NA
hypD,a7,NA
fhlA,a7,NA
mutS,a7,NA
ygcB,a7,NA
tcdA,a7,NA
xanQ,a7,NA
bglA,a7,NA
yqgE,a7,NA
yghX,a7,NA
ftsP,a7,NA
prkB,a7,NA
php,a7,NA
yhjK,a7,NA
xylB,a7,NA
waaB,a7,NA
atpI,a7,NA
rrlC,a7,NA
cyaA,a7,NA
fdoG,a7,NA
sodA,a7,NA
eptC,a7,NA
fecA,a7,NA
opgB,a7,NA
yjjI,a7,NA
rne,a7,NA
rzpRrzoR,a7,NA
rzpRrzoR,a7,NA
rfbD,a7,NA
arnT,a7,NA
arnF,a7,NA
murE,a7,NA
rrfH,a7,NA
insN,a7,NA
yagA,a7,NA
ybiT,a7,NA
ybiT,a7,NA
amiD,a7,NA
yceI,a7,NA
rluC,a7,NA
yncE,a7,NA
yehA,a7,NA
ompR,a7,NA
glgX,a7,NA
frsA,a7,NA
yagG,a7,NA
yagJ,a7,NA
mhpC,a7,NA
cyoE,a7,NA
potE,a7,NA
glnQ,a7,NA
asnS,a7,NA
ydiS,a7,NA
wbbK,a7,NA
ppk,a7,NA
yfgJ,a7,NA
csrD,a7,NA
gspE,a7,NA
yhgF,a7,NA
yiaK,a7,NA
viaA,a7,NA
yihQ,a7,NA
yihQ,a7,NA
arpA,a7,NA
lysU,a7,NA
yjgH,a7,NA
yjjI,a7,NA
crl,a8,2
mhpR,a8,NA
rpoB,a8,NA
yfiH,a8,NA
leuT,a8,NA
yneO,a8,NA
rsxC,a8,NA
mtr,a8,NA
rpoC,a8,NA
rsxC,a8,NA
rsxC,a8,NA
leuP,a8,NA
thrA,a8,NA
yaaJ,a8,2
yaaW,a8,2
dnaJ,a8,2
carA,a8,2
carB,a8,NA
caiB,a8,2
kefFkefC,a8,2
folA,a8,NA
pdxA,a8,2
surA,a8,2
araD,a8,2
yabI,a8,NA
thiQ,a8,NA
thiB,a8,2
ilvI,a8,NA
ftsI,a8,NA
ftsI,a8,NA
murFmraY,a8,2
mraY,a8,NA
ftsW,a8,NA
ftsA,a8,2
secA,a8,NA
mutT,a8,2
hofC,a8,2
nadC,a8,2
pdhR,a8,2
aceF,a8,NA
acnB,a8,NA
yadC,a8,2
yadL,a8,2
yadV,a8,2
sfsA,a8,2
hrpB,a8,2
fhuA,a8,2
fhuA,a8,2
clcA,a8,NA
btuF,a8,2
cdaR,a8,2
cdaR,a8,2
cdaR,a8,2
yaeI,a8,2
rpsB,a8,NA
bamA,a8,2
dnaE,a8,NA
dnaE,a8,NA
tsaA,a8,2
metQ,a8,2
yafF,a8,2
fadE,a8,NA
dinJ,a8,2
yafL,a8,2
pepD,a8,2
proA,a8,2
ykfA,a8,NA
insI1,a8,2
yagA,a8,2
yagF,a8,2
yagH,a8,2
insA,a8,2
paoC,a8,NA
ecpE,a8,NA
ecpB,a8,2
ykgL,a8,2
insF1,a8,2
yahE,a8,2
yahL,a8,2
yahL,a8,2
yahM,a8,2
prpE,a8,2
cynR,a8,2
mhpC,a8,2
mhpF,a8,2
frmR,a8,2
insD1,a8,2
yaiP,a8,2
yaiS,a8,2
tauA,a8,2
insF1,a8,2
yaiT,a8,NA
iraP,a8,2
araJ,a8,2
proY,a8,NA
secD,a8,NA
pgpA,a8,2
yajL,a8,2
yajLpanE,a8,2
yajQ,a8,NA
cyoA,a8,2
lon,a8,2
ybaO,a8,2
mdlA,a8,2
mdlAmdlB,a8,2
amtB,a8,NA
ybaY,a8,2
ybaA,a8,2
ylaB,a8,2
ylaB,a8,2
tomB,a8,2
acrA,a8,NA
mscK,a8,2
priC,a8,2
apt,a8,2
hemHaes,a8,2
ybbO,a8,2
ybbP,a8,2
rhsD,a8,2
allC,a8,2
ybcF,a8,2
sfmC,a8,NA
insF1,a8,2
ybcL,a8,2
rzpD,a8,NA
ybcY,a8,2
appY,a8,NA
ompT,a8,NA
envY,a8,2
nfrA,a8,NA
nfrA,a8,2
hokE,a8,2
ybdR,a8,NA
ybdR,a8,NA
citF,a8,2
citE,a8,2
lipB,a8,2
rlpA,a8,NA
mrdA,a8,NA
cobC,a8,NA
leuS,a8,2
ybeQ,a8,2
ybeQ,a8,2
djlB,a8,2
ybeU,a8,2
ybeX,a8,NA
ubiF,a8,2
glnS,a8,NA
ybfG,a8,2
kdpD,a8,NA
ybfD,a8,2
neiabrB,a8,2
neiabrB,a8,2
sucB,a8,2
ybgC,a8,2
galK,a8,2
bioD,a8,2
moaE,a8,2
ybhM,a8,2
ybhR,a8,2
ybhS,a8,2
ybhG,a8,NA
ybhGybiH,a8,2
mntS,a8,2
ybiR,a8,2
ybiW,a8,2
gsiD,a8,2
yliE,a8,2
yliIgstB,a8,2
mdfA,a8,2
rcdA,a8,2
rimK,a8,2
amiDybjS,a8,2
hcp,a8,2
aqpZ,a8,2
cspD,a8,2
aat,a8,2
ftsK,a8,NA
lolA,a8,2
rpsA,a8,NA
ycaI,a8,2
msbA,a8,2
lpxK,a8,2
mukB,a8,NA
ycbK,a8,NA
ompF,a8,2
zapC,a8,2
zapCycbX,a8,NA
yccS,a8,NA
insB1,a8,2
torS,a8,NA
torA,a8,NA
ymdF,a8,2
rutC,a8,2
rutA,a8,2
efeU,a8,2
pgaC,a8,NA
pgaB,a8,2
insF1,a8,NA
yceO,a8,2
mdtH,a8,2
flgK,a8,2
flgK,a8,2
flgK,a8,2
yceF,a8,2
plsX,a8,2
fabH,a8,2
fabF,a8,2
pabC,a8,NA
ycfQ,a8,2
mfd,a8,NA
lolE,a8,2
xisE,a8,2
croE,a8,2
ymfM,a8,2
ymfRbeeE,a8,2
tfaPtfaE,a8,2
tfaPtfaE,a8,2
ycgX,a8,NA
bluR,a8,NA
ymgC,a8,NA
ycgM,a8,2
cvrA,a8,NA
ycgY,a8,NA
dhaK,a8,2
dhaR,a8,2
dauA,a8,2
hemA,a8,2
chaA,a8,2
narL,a8,2
narI,a8,NA
rttRtpr,a8,2
rttR,a8,NA
rttR,a8,NA
rttR,a8,NA
rttR,a8,NA
kch,a8,2
sapCsapB,a8,2
puuA,a8,NA
pspF,a8,2
ycjU,a8,2
ycjV,a8,2
ycjG,a8,2
ycjG,a8,2
ycjGmpaA,a8,2
pgrR,a8,2
intR,a8,2
sieBydaF,a8,2
ydaG,a8,2
rzpRrzoR,a8,NA
ydaY,a8,NA
insH1,a8,NA
stfR,a8,2
stfR,a8,2
tynA,a8,2
paaG,a8,2
paaG,a8,NA
paaG,a8,2
paaXpaaY,a8,NA
ydbA,a8,2
insD1,a8,2
ydbA,a8,NA
ynbB,a8,NA
hrpA,a8,NA
cybB,a8,2
trg,a8,2
opgD,a8,2
ydcL,a8,2
rhsEydcD,a8,2
yddK,a8,2
fdnG,a8,2
ddpF,a8,2
ddpC,a8,2
dosC,a8,2
gadB,a8,2
gadB,a8,NA
gadB,a8,2
gadB,a8,2
lsrK,a8,2
ydeA,a8,2
marA,a8,2
marB,a8,2
ydeE,a8,2
ydeI,a8,2
dcp,a8,2
ydfG,a8,NA
rzpQ,a8,2
ydfC,a8,2
insD1,a8,NA
rspB,a8,NA
rspA,a8,2
ynfA,a8,2
speG,a8,2
ynfH,a8,2
dmsD,a8,2
ynfM,a8,2
fumC,a8,2
ydgA,a8,2
malX,a8,NA
rsxC,a8,NA
rsxC,a8,NA
rsxD,a8,2
rsxE,a8,2
anmK,a8,2
nemR,a8,2
lhr,a8,2
grxD,a8,NA
mdtK,a8,NA
pykF,a8,NA
pykF,a8,2
ldtE,a8,2
ldtE,a8,2
sufS,a8,2
sufD,a8,2
sufB,a8,2
sufA,a8,2
ydiJ,a8,NA
ydiP,a8,NA
ydiS,a8,NA
ppsR,a8,2
ydiE,a8,2
nlpC,a8,2
btuC,a8,2
rpmI,a8,2
arpB,a8,2
chbA,a8,2
astE,a8,2
astD,a8,NA
astD,a8,NA
ydjX,a8,2
nudGynjH,a8,2
gapA,a8,2
yeaE,a8,NA
yeaH,a8,2
yeaJ,a8,2
yoaI,a8,2
yeaLyeaM,a8,2
yeaM,a8,2
dmlR,a8,2
dmlA,a8,NA
yeaX,a8,2
yoaA,a8,2
mntP,a8,2
yobB,a8,2
exoXptrB,a8,2
lpxM,a8,2
mepM,a8,NA
znuC,a8,2
yebB,a8,2
yecN,a8,2
flhA,a8,2
otsA,a8,2
tyrP,a8,NA
dcyD,a8,2
yedK,a8,NA
yedN,a8,2
fliE,a8,2
fliH,a8,NA
fliN,a8,2
fliP,a8,2
fliQ,a8,2
yedA,a8,2
yedS,a8,2
yeeJ,a8,2
cbl,a8,2
insD1,a8,2
yeeE,a8,2
hisL,a8,2
hisC,a8,NA
ugd,a8,2
wbbKwbbJ,a8,2
wcaM,a8,2
wcaL,a8,2
wcaK,a8,2
wcaG,a8,NA
wcaDwcaC,a8,2
wcaC,a8,2
asmA,a8,2
asmA,a8,NA
yegI,a8,2
baeR,a8,2
gatR,a8,2
insF1,a8,2
gatZ,a8,NA
yegT,a8,2
yegVyegW,a8,2
yegVyegW,a8,2
yehB,a8,2
yehI,a8,NA
yehQ,a8,2
yehU,a8,2
yohC,a8,2
yohF,a8,2
sanA,a8,2
galS,a8,NA
fruB,a8,2
yeiP,a8,2
yeiQ,a8,NA
yejA,a8,2
yejA,a8,2
yejE,a8,2
yejO,a8,2
ccmH,a8,2
rcsD,a8,2
rcsC,a8,2
yfaS,a8,NA
yfaSyfaT,a8,2
glpQ,a8,2
rhmA,a8,2
arnAarnD,a8,2
menF,a8,2
pta,a8,2
fabB,a8,NA
yfcO,a8,2
yfcU,a8,2
mlaA,a8,NA
gtrA,a8,2
tfaSyfdK,a8,2
yfdT,a8,NA
dsdX,a8,2
dsdX,a8,NA
evgS,a8,NA
ypdI,a8,2
ypdI,a8,2
yfdY,a8,2
lpxP,a8,NA
yfeO,a8,NA
yfeO,a8,2
mntH,a8,NA
xapR,a8,2
xapR,a8,2
yfeR,a8,2
yfeH,a8,NA
ypeA,a8,2
eutR,a8,NA
eutT,a8,2
acrD,a8,2
yffB,a8,2
tmcA,a8,2
bcp,a8,2
hyfF,a8,NA
focB,a8,NA
hda,a8,2
purM,a8,2
yfgG,a8,2
der,a8,2
pbpC,a8,2
pepB,a8,2
yphA,a8,2
yphB,a8,NA
yphE,a8,NA
glyA,a8,2
hmp,a8,2
pgpC,a8,2
srmB,a8,2
pssA,a8,2
yfiMkgtP,a8,2
raiA,a8,2
yfiN,a8,2
yfjQ,a8,2
yfjR,a8,2
ypjK,a8,NA
ypjA,a8,2
ypjA,a8,2
ypjC,a8,2
ygaQ,a8,2
ygaQ,a8,2
ygaQ,a8,2
ygaQ,a8,2
gabT,a8,NA
csiR,a8,2
ygaU,a8,2
yqaE,a8,2
ygaM,a8,2
nrdE,a8,NA
ygaY,a8,NA
luxS,a8,2
mltB,a8,2
mltB,a8,2
mltB,a8,NA
srlE,a8,2
norW,a8,2
ascB,a8,2
hycI,a8,2
hypBhypC,a8,2
ygbA,a8,2
mutS,a8,2
mutS,a8,2
pphB,a8,2
iap,a8,2
ygcN,a8,NA
ygcNygcO,a8,2
ygcO,a8,2
ygcE,a8,2
mazF,a8,2
relA,a8,2
rlmD,a8,2
barA,a8,2
fucI,a8,2
fucK,a8,2
recB,a8,2
ppdC,a8,2
ptsP,a8,2
ptsP,a8,NA
mutH,a8,2
lysRygeA,a8,2
kduD,a8,NA
kduI,a8,2
yqeF,a8,2
ygeI,a8,2
pbl,a8,2
ygeN,a8,2
insD1,a8,2
yqeC,a8,2
mocA,a8,2
uacT,a8,2
uacT,a8,NA
recJ,a8,2
fau,a8,2
rpiA,a8,NA
argP,a8,2
scpA,a8,2
argO,a8,2
loiP,a8,2
speB,a8,2
speA,a8,2
yggR,a8,NA
yggU,a8,2
yggN,a8,NA
mutY,a8,2
glcC,a8,2
yghQ,a8,2
yghT,a8,2
yghT,a8,2
hybF,a8,NA
ygiS,a8,NA
ygiZ,a8,2
cpdA,a8,2
yqiB,a8,2
zupT,a8,2
insD1,a8,2
yqiG,a8,2
yqiI,a8,2
glnE,a8,2
ttdR,a8,2
aer,a8,2
patA,a8,2
ygjK,a8,NA
sstT,a8,NA
yhaK,a8,2
yhaO,a8,2
tdcA,a8,2
yhaC,a8,2
yhaC,a8,NA
garR,a8,2
yhaV,a8,2
agaR,a8,2
yraP,a8,2
yraQ,a8,2
yhbO,a8,2
yhbQ,a8,2
yhbU,a8,2
yhbW,a8,2
nlpI,a8,2
nlpI,a8,2
truB,a8,NA
yhbX,a8,2
dacB,a8,2
dacB,a8,2
yrbG,a8,2
ptsN,a8,2
yhcC,a8,2
gltB,a8,NA
yhcF,a8,2
nanT,a8,NA
yhcO,a8,2
mreDmreC,a8,2
mreB,a8,2
dusB,a8,2
fmt,a8,2
yhdN,a8,NA
gspD,a8,2
bfr,a8,2
yheV,a8,2
kefB,a8,2
frlD,a8,2
php,a8,2
php,a8,2
yhfZ,a8,NA
yhfZ,a8,2
dam,a8,2
damX,a8,2
yhgE,a8,2
envZ,a8,2
bioH,a8,2
gntX,a8,2
malQ,a8,2
rtcA,a8,2
glgA,a8,2
glgA,a8,2
yhhAugpQ,a8,2
livJ,a8,2
dcrB,a8,NA
nikA,a8,2
prlC,a8,2
gadE,a8,2
gadW,a8,2
gadX,a8,2
yhjE,a8,NA
yhjK,a8,2
bcsA,a8,2
yhjR,a8,2
eptB,a8,NA
eptB,a8,2
yiaG,a8,2
xylB,a8,NA
xylF,a8,2
xylG,a8,2
xylR,a8,2
sgbUsgbE,a8,2
selA,a8,2
yibF,a8,2
rhsA,a8,2
yibA,a8,2
mtlA,a8,2
lldD,a8,2
trmL,a8,NA
yibQwaaH,a8,2
waaH,a8,2
yibB,a8,2
coaD,a8,2
rph,a8,2
dinD,a8,2
yicGligB,a8,2
yicI,a8,NA
setC,a8,2
adeQ,a8,2
adeQ,a8,NA
ivbL,a8,2
yidGyidH,a8,2
glvC,a8,2
glvC,a8,2
glvC,a8,2
cbrAdgoT,a8,2
mdtL,a8,2
yieH,a8,2
yieH,a8,2
cbrC,a8,2
yieL,a8,NA
atpE,a8,2
atpB,a8,2
kup,a8,NA
kup,a8,NA
rbsA,a8,2
rbsB,a8,2
rbsRhsrA,a8,2
ilvL,a8,NA
ilvA,a8,2
gpp,a8,2
wzzE,a8,NA
wzzE,a8,NA
wzzE,a8,NA
wecB,a8,NA
wzxE,a8,2
wecF,a8,NA
yifK,a8,2
aslB,a8,2
hemY,a8,NA
hemD,a8,NA
hemC,a8,NA
yigG,a8,2
recQ,a8,2
rmuC,a8,NA
tatDrfaH,a8,2
spf,a8,2
typA,a8,2
